phone_name,review_url,image_url,image_alt
Huawei Pura 80 Ultra hands-on review,https://www.gsmarena.com/huawei_pura_80_ultra-review-2852.php,https://fdn.gsmarena.com/imgroot/reviews/25/huawei-pura-80-ultra-handson/-347x151/gsmarena_000.jpg,
Samsung Galaxy Z Fold7 and Z Flip7 hands-on review,https://www.gsmarena.com/samsung_galaxy_z_fold7_and_z_flip7_hands_on-review-2851.php,https://fdn.gsmarena.com/imgroot/reviews/25/samsung-galaxy-unpacked-july/-347x151/gsmarena_000.jpg,
OnePlus Nord 5 review,https://www.gsmarena.com/oneplus_nord_5-review-2849.php,https://fdn.gsmarena.com/imgroot/reviews/25/oneplus-nord-5/-347x151/gsmarena_000.jpg,
Tecno Camon 40 Premier review,https://www.gsmarena.com/tecno_camon_40_premier-review-2847.php,https://fdn.gsmarena.com/imgroot/reviews/25/tecno-camon-40-premier/-347x151/gsmarena_000.jpg,
Infinix Xpad GT review,https://www.gsmarena.com/infinix_xpad_gt-review-2840.php,https://fdn.gsmarena.com/imgroot/reviews/25/infinix-xpad-gt/-347x151/gsmarena_001.jpg,
Tecno Camon 40 Pro review,https://www.gsmarena.com/tecno_camon_40_pro-review-2830.php,https://fdn.gsmarena.com/imgroot/reviews/25/tecno-camon-40-pro/-347x151/gsmarena_003.jpg,
Poco F7 review,https://www.gsmarena.com/poco_f7-review-2846.php,https://fdn.gsmarena.com/imgroot/reviews/25/poco-f7/-347x151/gsmarena_001.jpg,
Honor 400 review,https://www.gsmarena.com/honor_400-review-2843.php,https://fdn.gsmarena.com/imgroot/reviews/25/honor-400/-347x151/gsmarena_001.jpg,
Motorola Razr+ 2025 review,https://www.gsmarena.com/motorola_razr_plus_2025-review-2844.php,https://fdn.gsmarena.com/imgroot/reviews/25/motorola-razr-plus-2025/-347x151/gsmarena_003.jpg,
Tecno Pova Curve hands-on review,https://www.gsmarena.com/tecno_pova_curve_hands_on-review-2845.php,https://fdn.gsmarena.com/imgroot/reviews/25/tecno-pova-curve-hands-on/-347x151/gsmarena_001.jpg,
Xiaomi Redmi Pad 2 review,https://www.gsmarena.com/redmi_pad_2-review-2839.php,https://fdn.gsmarena.com/imgroot/reviews/25/redmi-pad-2/-347x151/gsmarena_002.jpg,
Infinix GT 30 Pro review,https://www.gsmarena.com/infinix_gt_30_pro-review-2841.php,https://fdn.gsmarena.com/imgroot/reviews/25/infinix-gt-30-pro/-347x151/gsmarena_001.jpg,
Motorola Razr 2025/Razr 60 review,https://www.gsmarena.com/motorola_razr_2025_razr_60-review-2842.php,https://fdn.gsmarena.com/imgroot/reviews/25/motorola-razr-2025/-347x151/gsmarena_001.jpg,
Xiaomi Pad 7 Pro review,https://www.gsmarena.com/xiaomi_pad_7_pro-review-2832.php,https://fdn.gsmarena.com/imgroot/reviews/25/xiaomi-pad-7-pro/-347x151/gsmarena_002.jpg,
Honor 400 Pro review,https://www.gsmarena.com/honor_400_pro-review-2837.php,https://fdn.gsmarena.com/imgroot/reviews/25/honor-400-pro/-347x151/gsmarena_002.jpg,
OnePlus 13s hands-on review,https://www.gsmarena.com/oneplus_13s_handson-review-2838.php,https://fdn.gsmarena.com/imgroot/reviews/25/oneplus-13s/-347x151/gsmarena_001.jpg,
nubia Z70S Ultra review,https://www.gsmarena.com/nubia_z70s_ultra-review-2836.php,https://fdn.gsmarena.com/imgroot/reviews/25/nubia-z70s-ultra/-347x151/gsmarena_003.jpg,
vivo X200 Ultra review,https://www.gsmarena.com/vivo_x200_ultra-review-2835.php,https://fdn.gsmarena.com/imgroot/reviews/25/vivo-x200-ultra/-347x151/gsmarena_003.jpg,
Realme GT 7 review,https://www.gsmarena.com/realme_gt_7-review-2833.php,https://fdn.gsmarena.com/imgroot/reviews/25/realme-gt-7/-347x151/gsmarena_001.jpg,
Samsung Galaxy S25 Edge review,https://www.gsmarena.com/samsung_galaxy_s25_edge-review-2834.php,https://fdn.gsmarena.com/imgroot/reviews/25/samsung-galaxy-s25-edge/-347x151/gsmarena_000.jpg,
Motorola Edge 60 review,https://www.gsmarena.com/motorola_edge_60-review-2831.php,https://fdn.gsmarena.com/imgroot/reviews/25/motorola-edge-60/-347x151/gsmarena_003.jpg,
Motorola Edge 60 Pro review,https://www.gsmarena.com/motorola_edge_60_pro-review-2829.php,https://fdn.gsmarena.com/imgroot/reviews/25/motorola-edge-60-pro/-347x151/gsmarena_001.jpg,
Sony Xperia 1 VII review,https://www.gsmarena.com/sony_xperia_1_vii-review-2828.php,https://fdn.gsmarena.com/imgroot/reviews/25/sony-xperia-1-vii/rev13/-347x151/gsmarena_001.jpg,
